id,term,primary_topic,difficulty,empty_fields,existing_definition
a0a70bd1-cbec-4ab9-a193-0eaa76736580,Sole Slap,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
5cc35b67-b788-4880-ad90-1f1e355ff390,Sound Carryover,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a2841d0c-bc6c-4d1c-9592-bd9e52b7bb4f,Sound-Effects Cut,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
8c121088-9fc6-4a75-b921-5de618eb4117,Stagger Step,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bf6557dd-85db-4296-998b-29450ff51074,Stride Matching,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
dec87c29-4d7a-4cb7-8498-f79b09a6b8ef,Surface Match,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3d74770e-dcf9-4a5a-9f6d-0ade00f59c48,Surface Resonance,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1a9f2ff8-556b-4206-9dd1-f6474b59c194,Surface Scatter,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3b8fb270-59df-40e5-9669-849cb97234fa,Surface Substitution,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c0ca4db2-d8e9-4741-b4a9-ed9f0f9fc8fb,Surface Texture,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
50788049-1285-45b8-8913-b747d65b874c,Sync Transient,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d7091cce-d366-48ed-b25d-8e6cb8048063,Toe-Heel Articulation,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
dfcb87aa-6dde-430a-bc1c-8f94d49ca532,Transport lock,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0ab8e3f3-a631-470e-9e6d-0c4ed3e316b7,Trouser Movement,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4b511762-c144-48e7-9fd2-1561c5ddffaf,Weight Matching,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c3d5fc0e-9fa5-4391-8403-13a2c38c3e6f,Weight Shift,Sound for Picture — Post Workflow & Deliverables,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
57bad379-c459-4a23-a8bc-0757506ebce0,C-stage,Stage Geography & Backstage,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
9f5dcef8-0c34-4236-b33d-b7a7f8804930,Acoustic equipment closet,Studio & Facility Design,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
15432b00-c7e8-448c-804f-27778ca7070f,rubbery,Synthesis Fundamentals & Oscillators,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4d24df74-7868-4c08-9ab5-d50a0776bd2b,Control-voltage recorder,"Synthesis Types, Modular & CV",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
6ac53c22-da7b-41e5-8903-26d639d18eec,Negative gate,"Synthesis Types, Modular & CV",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f6ea5882-a8e7-4bdd-8a4e-f44d285554c3,Run signal,"Synthesis Types, Modular & CV",null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
7ebc76f2-3234-4a04-a299-81f8fbfb8ded,Bridge buzz,System & Live Troubleshooting Method,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
0e58dbb1-6ba2-4e3b-b8e5-9bd357e4c80a,Creak,System & Live Troubleshooting Method,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
7eb5456c-7c04-4884-95e0-bed302c5a5a3,Mute loop,System & Live Troubleshooting Method,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
88ac4740-8743-4c67-ad63-def3682bdd75,swimming,System & Live Troubleshooting Method,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
cf4ea502-6d29-4edb-abb7-2c219335d559,Takeoff,System & Live Troubleshooting Method,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
07ea41a8-2705-4ddf-a0e5-a5c264153aae,Turnaround,System & Live Troubleshooting Method,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e75a6202-2906-465a-bc5e-80d63761cdea,Acoustic reference point,System Deployment & Rigging,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
aaa848a9-5fa7-41d4-97a7-b991874b0258,Band Polarity,System Deployment & Rigging,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4a132df8-1a5b-43ab-a477-f3a73284b2a7,Bump,System Deployment & Rigging,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
61dfdd55-592b-40a4-8a9b-8136e9404319,Drive line,System Deployment & Rigging,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3b0e2c7a-9837-467b-a4f9-62c1cd3bda19,Mute walk,System Deployment & Rigging,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f7beb51f-2ff6-49a0-ad93-e1e9ee50fabb,Pull back,System Deployment & Rigging,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
104224b1-e41e-49b3-ac1e-be904e53949e,Push forward,System Deployment & Rigging,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
752ead34-0996-4950-b6a6-c0f1de90b58e,Rattle hunt,System Deployment & Rigging,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
1a959978-25fb-416d-a908-b4eb4ca81d7c,Costume-change handoff,Theatrical Sound (commercial card),null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
c7126633-7d64-451e-b8dc-bac3d4652d2b,Cue programmer,Theatrical Sound (commercial card),null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ee75a7a1-bc30-4c05-9227-c47e2af4741f,Playback programmer,Theatrical Sound (commercial card),null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e3c389b2-ed94-448c-82d2-ef01e1a39809,Redundant playback system,Theatrical Sound (commercial card),null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ade90ffd-c7cc-4242-bccb-5de5e0c841fd,Scene tracking,Theatrical Sound (commercial card),null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bcba8e5d-e004-4ffa-8923-1120b87876cf,Song pickup,Theatrical Sound (commercial card),null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e205d706-e056-4800-b870-27781abacec0,Theater playback studio,Theatrical Sound (commercial card),null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
ce8d24a1-071f-4867-9224-a9667d5d0253,Theater sound studio,Theatrical Sound (commercial card),null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
845d47d9-859c-4580-ac36-6121d7d6bde5,Approach Effect,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
95ef31cd-feb0-45ff-9803-106b47aba157,Behind-You Effect,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
f6ebc0c0-0581-4b52-a4b1-19524c1009f6,Boo Cue,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
221ebe4f-7e9d-4f02-9048-9015271efbe4,Breathing Loop,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
3721a7dc-3e77-41a7-8bf0-5b2d254c95c5,Distributed Haunt Audio,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4d63c02d-9348-4581-806c-5a8c4cb397d0,False Scare Cue,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
54d2f081-32aa-4e22-814b-112682ddd701,Floor-Level Audio Zone,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
b0b283d5-823c-4f88-bc9d-09fd3435fc8b,Footstep Chase Effect,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e7ae6852-8c6d-496a-a7a4-d1168cfabbd3,Hidden Speaker Effect,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
8c1bc268-6a41-440a-861d-f20b51b08b28,Intercom Horror Cue,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
969134d7-1b8c-4356-ae26-395a43b29212,Localized Scare Speaker,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
a6f423d3-ec1a-4126-b53a-1e5178dacb4b,Lunge Cue,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
4de07de2-f148-45e7-be7e-7b9747a6cc6f,Moving Scare Sound,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
15b39e10-c5bc-4d53-a3d4-c95301dc62ed,Near-Ear Effect,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
df9258c0-b223-4993-a519-c0e34d65bfe6,Possessed-Voice Effect,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
bfb460c4-a6cd-4b34-b72e-80d0faf76e2e,Receding Effect,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
749f8018-827d-4876-aa72-dbb4dd30c590,Scare Audio Level Check,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
45292120-98c4-498f-b4e8-77d24ec2c711,Scare Cue,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
e54f7185-6acc-49c2-8419-50bdaeae128d,Scare Reset Time,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
2a696d02-9a26-4761-a08a-e2b75c745367,Scare Trigger Lockout,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
9617c868-f5e6-4707-b1dc-b64ecb885aeb,Scene Reset Audio,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
20e84177-307e-4f53-afca-9547de66d367,Scream Cue,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
da6929de-78a9-45c1-92ed-2af1ac3f018f,Whisper Loop,Themed Entertainment / Haunt Audio,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
d5c564dd-08ba-4497-951e-ee4ba549c5b1,Principal position,Venue Architecture & Spaces,null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
984d8dd9-e18a-41f4-bda7-6e77629cd9a1,Platform Wash,Worship Sound (commercial card),null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
26bcc47a-1749-4e42-8004-9484c96d8f30,Tracks Operator,Worship Sound (commercial card),null,plain_english;purpose_function;practical_application;category;related_terms;common_mistakes;scenario_contexts,(pending)
