term,subject,landing_topic,status,source_batch
Room constant,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Room gain,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Room modes,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Room symmetry,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Sabine equation,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Scattering,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Scattering coefficient,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Skyline diffusion,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Slapback reflection,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Slat and perforated absorbers,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Slotted-panel absorber,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 4
Sound-field diffuseness,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 4
Sound-speed gradients,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Spatial diffusion,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Speech clarity,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 4
Stage support,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 4
Standing waves,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Statistical region,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 4
Stored energy in resonant systems,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Surface roughness relative to wavelength,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
T10,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 4
T20 and T30 extrapolation,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Tangential modes,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Temperature-gradient refraction,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Temporal diffusion,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Transient response of resonant systems,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Transition between modal and geometric behavior,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Velocity-based absorbers,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Wave-based acoustics,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Wind-gradient refraction,Acoustics & Physics Science,Room Acoustics,EXISTING,Batch 5
Acoustic absorption coefficient,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic absorptivity,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic analogy,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic aperture,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Acoustic energy density,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic energy flux,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic extinction,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic field,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic impedance mismatch,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic intensity,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic momentum,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic path-length difference,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Acoustic power density,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic reflectivity,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic refractive index,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic resistance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic singularity,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic transmissivity,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic tunneling,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic velocity potential,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic wavelength,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Acoustic wavenumber,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Angular wavenumber,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Anti-resonance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Audible spectrum,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Bass ratio,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Binaural quality index,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Boundary spacing and cancellation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Boundary-layer attenuation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Brilliance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Bulk acoustic wave,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Bulk density,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Characteristic impedance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Complex stiffness,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Compression wave,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Critical angle,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Critical frequency,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Cylindrical spreading loss,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Diffraction around obstacles,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Distance-to-phase conversion,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Distributed Helmholtz resonator,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Distributed-parameter model,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Driver spacing and lobing,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Effective radiating size,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Eigenmode,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Element order,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Energy absorption coefficient,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Evanescent wave,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Far-field approximation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Finite-amplitude acoustics,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Fraunhofer region,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Frequency-dependent directionality,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Frequency-response function,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Fresnel region,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Geometrical acoustics,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Grazing incidence,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Guided-wave propagation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Half-wave resonance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Half-wavelength relationships,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Helmholtz equation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Homogeneous wave equation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Impedance boundary condition,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Infrasonics,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Inhomogeneous wave equation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Insertion loss,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Instantaneous sound pressure,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Integrated impulse-response method,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Intensity reflection coefficient,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Internal resonance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Interrupted-noise method,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Kinetic energy density,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Lamb wave,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Late lateral sound level,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Leaky wave,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Linear acoustics,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Loudspeaker spacing and interference,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Love wave,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Lumped-element approximation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Mass-controlled region,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Mean absorption coefficient,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Microphone spacing and phase interaction,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Modal behavior,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Modal spacing,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Mode conversion,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Mode coupling,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Mode shape,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Molecular relaxation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Monaural hearing,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Natural frequency,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Near-field approximation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Nitrogen relaxation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Nodal plane,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Normal-incidence absorption,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Normal-incidence impedance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Object size relative to wavelength,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Orbital angular momentum of sound,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Overtone,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Oxygen relaxation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Paraxial approximation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Peak particle velocity,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Phase singularity,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Physical acoustics,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Potential energy density,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Pressure reflection coefficient,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Pressure turbulence,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Propagation constant,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Propagation loss,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Quarter-wave resonance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Quarter-wavelength relationships,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
RMS SPL,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Radiating near field,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Radiation boundary condition,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Radiation pressure,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Random-incidence absorption,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Ray acoustics,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Rayleigh wave,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Reactive near field,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Reference sound pressure,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
"Relationship among frequency, wavelength, and sound speed",Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Resonant frequency,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Reverse-time integration,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Root-mean-square sound pressure,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
STearly,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
STlate,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Scalar potential,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Scholte wave,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Self-demodulation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Shadow zones,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Shear wave,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Sommerfeld radiation condition,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Sonic,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Sound energy,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Sound field,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Sound pressure,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Sound-speed gradient,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Spatial hearing,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Spatial variance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Specific acoustic impedance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Spherical spreading loss,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Stiffness-controlled region,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Stoneley wave,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Strength,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Surface acoustic wave,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Surface impedance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Thermal attenuation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Thermoviscous loss,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Total internal reflection,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Transfer impedance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Transformation acoustics,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Transition region,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Ts,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Turbulence ingestion noise,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Ultrasonics,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Underwater acoustics,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Viscous attenuation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Wave acoustics,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Wave equation,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Wave impedance,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 4
Why low frequencies have long wavelengths,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Why wavelength affects room behavior,Acoustics & Physics Science,Sound & Acoustics,EXISTING,Batch 5
Acoustic contrast control,Acoustics & Physics Science,"Ultrasonics, Underwater & Spatial-Audio Science",NEW,Batch 4
Acoustic matching layer,Acoustics & Physics Science,"Ultrasonics, Underwater & Spatial-Audio Science",NEW,Batch 4
Acoustic radiation-force impulse,Acoustics & Physics Science,"Ultrasonics, Underwater & Spatial-Audio Science",NEW,Batch 4
Acoustic-emission sensor,Acoustics & Physics Science,"Ultrasonics, Underwater & Spatial-Audio Science",NEW,Batch 4
Active sonar,Acoustics & Physics Science,"Ultrasonics, Underwater & Spatial-Audio Science",NEW,Batch 4
Ambient-noise level,Acoustics & Physics Science,"Ultrasonics, Underwater & Spatial-Audio Science",NEW,Batch 4
Ambisonic normalization,Acoustics & Physics Science,"Ultrasonics, Underwater & Spatial-Audio Science",NEW,Batch 4
Ambisonic order,Acoustics & Physics Science,"Ultrasonics, Underwater & Spatial-Audio Science",NEW,Batch 4
Ambisonics,Acoustics & Physics Science,"Ultrasonics, Underwater & Spatial-Audio Science",NEW,Batch 4
Array gain,Acoustics & Physics Science,"Ultrasonics, Underwater & Spatial-Audio Science",NEW,Batch 4
